"GID","GeneticGroup","BRNHT1","DM","DM_white","DM_yellow","HI","logFYLD","logFYLD_lowCMD","logFYLD_nohav5","logFYLD_propHAVpt5","logFYLD_propHAVpt75","logRTNO","logRTNO_lowCMD","logRTNO_nohav5","logRTNO_propHAVpt5","logRTNO_propHAVpt75","logTOPYLD","logTOPYLD_lowCMD","logTOPYLD_nohav5","logTOPYLD_propHAVpt5","logTOPYLD_propHAVpt75","MCMDS","PLTHT","RTSZ","TCHART"
"TMS18F1200P0002_A18875","TMS18F",-1.14803244780892,-3.26069465403518,-3.84630974820116,-1.12103800401789,0.0226824719016903,0.0709637059328123,NA,NA,NA,NA,-0.0030472267039157,NA,NA,NA,NA,0.0551158576431056,NA,NA,NA,NA,-0.117156367925217,-0.301542434860326,0.0515821352276405,0.752642821902256
"TMS18F1201P0005_A18872","TMS18F",8.13654298939207,2.43413657072411,2.60815992582749,0.751823284415757,0.0310858405600966,0.0127290132069282,NA,NA,NA,NA,-0.0766493074704435,NA,NA,NA,NA,-0.0236510759649756,NA,NA,NA,NA,0.322576444552696,-2.50641722828288,0.142165212266073,-0.0142139813099399
"TMS18F1203P0002_A17340","TMS18F",-1.10099980515273,-2.18262196523127,-0.790453694252429,0.354719421046812,-0.0332445223398272,-0.0748172625834798,NA,NA,NA,NA,0.0281273135654926,NA,NA,NA,NA,0.0111704910615189,NA,NA,NA,NA,-0.199019689683914,-7.77256410227028,-0.0354936999884367,0.0743460274473617
"TMS18F1203P0003_A17703","TMS18F",-7.55435811671307,-2.91270720155119,-3.11520565088192,-0.498166213849868,0.0455355535482944,0.0678820098137856,NA,NA,NA,NA,0.0586612061771515,NA,NA,NA,NA,-0.100162756154748,NA,NA,NA,NA,0.0543076605974704,-8.34082764094243,-0.0529495247139953,0.0119748312388115
"TMS18F1203P0005_A17699","TMS18F",-3.44615529161282,-2.32990848526459,-2.07808046228404,0.154792136931879,-0.0375169290259273,0.0380942678071303,NA,NA,NA,NA,0.121326049136781,NA,NA,NA,NA,0.129490099843527,NA,NA,NA,NA,-0.00356303214984814,-10.547112405655,-0.14582438712007,-0.192496853363274
"TMS18F1203P0014_A18886","TMS18F",-2.40817837567846,-1.59012368765196,-1.72013432720872,0.331877008409452,0.0502019422990252,0.0438090442977371,NA,NA,NA,NA,0.0601655397654753,NA,NA,NA,NA,-0.118948913934834,NA,NA,NA,NA,-0.759476060319673,-14.7589394483857,0.0703534616245303,-0.118749971615883
"TMS18F1204P0026_A18897","TMS18F",-3.09228964345421,1.63533775481427,1.09997300617804,-1.47903847304214,0.0253461812282884,0.0948124663957128,NA,NA,NA,NA,0.156443343621724,NA,NA,NA,NA,0.0114309979999304,NA,NA,NA,NA,0.350127428977985,-0.59820598926275,-0.0866272005141051,-0.0343832787890161
"TMS18F1205P0003_A17669","TMS18F",5.284523381598,0.15891054743305,0.525259003894538,0.0876709595326907,-0.0949274334367797,-0.0283320683922576,NA,NA,NA,NA,-0.0370682918176448,NA,NA,NA,NA,0.233985915547409,NA,NA,NA,NA,-0.160586205190209,8.66382466501606,-0.0572504123599078,0.0732943359409418
"TMS18F1205P0009_A17591","TMS18F",4.42371485799378,0.837271797723368,0.518535901695679,1.0006796603677,-0.0467192054962595,0.00468974679352181,NA,NA,NA,NA,-0.0613056272407841,NA,NA,NA,NA,0.204874524909046,NA,NA,NA,NA,-0.670640963118058,1.97502136004191,0.158996678139639,0.648293489433642
"TMS18F1205P0010_A17384","TMS18F",-1.53838645695523,0.425557807014953,-0.202919783703519,0.388771525347507,-0.039432821117741,0.0767820945061092,NA,NA,NA,NA,0.0726904770172089,NA,NA,NA,NA,0.240500848795253,NA,NA,NA,NA,-0.378938684914644,-0.882291006686473,0.284369915890946,0.128390193242079
"TMS18F1205P0015_A17674","TMS18F",2.22579636804439,0.939979798467196,0.455095035336074,0.306071306539779,-0.0672039122140564,0.0563853769841724,NA,NA,NA,NA,0.0131979783833632,NA,NA,NA,NA,0.300083537065343,NA,NA,NA,NA,-0.687230049652053,-0.201118823968258,-0.0203323676315388,0.2998159055926
"TMS18F1205P0025_A17678","TMS18F",3.99977232286156,-0.534411576700867,-1.07390697995871,-0.229702046869758,-0.0642011849684383,-0.0356168202419829,NA,NA,NA,NA,-0.0419651586022376,NA,NA,NA,NA,0.203700545766302,NA,NA,NA,NA,-0.309692838329897,1.40937729530819,-0.00690651334881019,0.140610659965941
"TMS18F1205P0033_A18075","TMS18F",1.87876030222205,1.97619968417217,1.81924855292814,0.673605672260639,-0.0960167340250522,-0.127439041731659,NA,NA,NA,NA,-0.10402590261696,NA,NA,NA,NA,0.201858797131358,NA,NA,NA,NA,-0.00560348612597239,7.65659179071098,-0.365008085769932,0.63508705630863
"TMS18F1207P0008_A17386","TMS18F",17.0601098309934,1.77604694291472,1.41981088329055,0.798474060345582,0.0444347663987009,0.172214220696525,NA,NA,NA,NA,0.137884998146584,NA,NA,NA,NA,0.0725009663125537,NA,NA,NA,NA,-0.354132267981664,1.49241821465826,0.151553572398561,-0.233867068087773
"TMS18F1207P0010_A18878","TMS18F",5.40567943322511,0.15319617901672,1.10942596591586,0.162360963120902,0.0227583549111448,0.132145800167803,NA,NA,NA,NA,0.0809942630038024,NA,NA,NA,NA,0.0481063304337114,NA,NA,NA,NA,-0.214388802671492,-6.92435232894876,0.379634296453248,-0.258019851876628
"TMS18F1207P0014_A18871","TMS18F",11.8241266066534,0.478951662938183,1.45486357505685,0.580752815138249,0.054030793293945,0.170412390165102,NA,NA,NA,NA,0.205819809809447,NA,NA,NA,NA,0.0935316081577107,NA,NA,NA,NA,-0.746925887561227,-5.00873708852189,0.366474753097547,-0.0228093174676849
"TMS18F1207P0022_A17385","TMS18F",7.05845432520013,3.12690205676617,2.36847574910969,-0.946620908664247,0.0279455226456449,0.0496803054282305,NA,NA,NA,NA,0.0680667675147438,NA,NA,NA,NA,-0.0844731788332051,NA,NA,NA,NA,-0.057694322105124,1.42039342299053,0.260213739129012,-0.310202109953369
"TMS18F1207P0034_A18915","TMS18F",-6.68774971551164,4.37369963841032,4.21731042705026,2.68522026826088,-0.0147110583818488,-0.0610837291021119,NA,NA,NA,NA,0.0937561893619217,NA,NA,NA,NA,-0.0279347570498665,NA,NA,NA,NA,-0.0624523017502124,-2.10150215094656,-0.345570828983344,-0.0871525873466388
"TMS18F1208P0001_A17691","TMS18F",-0.831811764587693,1.95070664354277,1.86620922581029,1.38887061153064,-0.0594530337502732,-0.0333807412598457,NA,NA,NA,NA,-0.0668522706782963,NA,NA,NA,NA,0.151871673337716,NA,NA,NA,NA,-0.301409657272618,5.9204515922263,0.0521334389993826,0.109019029581228
"TMS18F1208P0004_A17388","TMS18F",-2.07787719311906,-1.20424980695016,-1.26841198496809,3.1474684703899,0.00575128097459136,-0.0358582951551778,NA,NA,NA,NA,-0.0901420975782057,NA,NA,NA,NA,-0.0603865639124217,NA,NA,NA,NA,0.0444707625295975,-4.32969468728762,0.107099603759459,-0.192816199549941
"TMS18F1208P0004_A18880","TMS18F",9.39972182952976,2.01455013728857,2.31630682867294,0.435221382269217,-0.0251409337149084,0.125772716530312,NA,NA,NA,NA,0.0875249435924692,NA,NA,NA,NA,0.231738679004951,NA,NA,NA,NA,-0.504557790415835,0.893136814010911,0.0657199687306415,-0.149360744064594
"TMS18F1208P0011_A17692","TMS18F",-3.20307020141595,-1.55610843636287,-0.856095484019765,1.6053166548192,-0.0396003466313182,-0.0759716919511137,NA,NA,NA,NA,-0.0682081180067192,NA,NA,NA,NA,0.0117593237958073,NA,NA,NA,NA,-0.215363523568598,-6.7189235189876,-0.27677689701434,-0.162514461255486
"TMS18F1209P0002_A18876","TMS18F",5.00594955239789,2.06978499682226,2.08540211027119,3.49305517335784,-0.0201533850432911,0.0806132345839984,NA,NA,NA,NA,0.0237807047688114,NA,NA,NA,NA,0.131551062780865,NA,NA,NA,NA,-0.0937133327384262,-0.423144321522793,0.0821684800647057,0.0161083362927621
"TMS18F1209P0011_A18877","TMS18F",13.9624582679016,3.32871541509659,2.99132267056182,2.94534267048476,0.0275236100526377,0.232923765213886,NA,NA,NA,NA,0.190878826631593,NA,NA,NA,NA,0.189800076354845,NA,NA,NA,NA,-0.640145402102204,1.96403558124984,0.448360070664325,-0.0654242223744619
"TMS18F1209P0015_A17711","TMS18F",1.84485462446138,0.679940917598293,1.0298866222046,3.05283669846093,-0.0378573127082477,0.0104284723393501,NA,NA,NA,NA,-0.0130272706812175,NA,NA,NA,NA,0.135411392761463,NA,NA,NA,NA,-0.237845965825714,5.42772762197976,0.033667127293016,-0.188486171746886
"TMS18F1209P0016_A17668","TMS18F",7.33155647054009,4.74728205271779,4.06307670495437,3.53873959520059,-0.0542384875826061,0.0577956823871195,NA,NA,NA,NA,0.102643515393103,NA,NA,NA,NA,0.209137004621567,NA,NA,NA,NA,-0.181290081377227,5.74206389110838,-0.369877293928722,-0.124306463338393
"TMS18F1210P0008_A18883","TMS18F",5.44262453912871,1.835793478521,2.14979742223715,1.43221063493937,-0.0271584899455425,0.142365785976667,NA,NA,NA,NA,0.054343640700266,NA,NA,NA,NA,0.246831154274277,NA,NA,NA,NA,-0.496784496872497,5.01731253057035,0.203761549214505,-0.0782896367069022
"TMS18F1210P0009_A17592","TMS18F",9.94920893479344,0.0726426764884726,-0.187979741716356,0.352861631401633,0.027244939719586,0.110917053960007,NA,NA,NA,NA,0.0350621571765945,NA,NA,NA,NA,0.0109174031618716,NA,NA,NA,NA,-0.143218824119248,5.69647176964044,0.0211175287415763,0.50722733671128
"TMS18F1210P0021_A17389","TMS18F",8.3833660987356,0.947631006696212,0.829533856547447,1.34508357027385,-0.0270651517553537,0.0403493178095581,NA,NA,NA,NA,-0.0274053789791454,NA,NA,NA,NA,0.118778668679984,NA,NA,NA,NA,-0.113291081176167,9.45688094780257,-0.130483070572842,0.566419751476961
"TMS18F1211P0005_A18874","TMS18F",6.24914950235492,-0.39073846497271,-0.727013944270454,-0.758630244405626,0.0719879036778339,0.157045487852329,NA,NA,NA,NA,0.136689587778019,NA,NA,NA,NA,-0.0645657346847043,NA,NA,NA,NA,-0.0452857341285064,-4.1289723901025,-0.028172308806284,0.00762792099644587
"TMS18F1211P0006_A18881","TMS18F",1.4642105719885,-0.272045037468105,-0.866838202611198,2.5883946291524,-0.00103555284129827,0.09367631694838,NA,NA,NA,NA,0.184824145412077,NA,NA,NA,NA,0.113029979806577,NA,NA,NA,NA,-0.225245742040571,-2.9794860973874,-0.282397833427913,-0.314605988233888
